No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
325,NGC 3305,10h36m11.8021s,-27d09m44.045s,159.0491756,-27.1622348,0.013099,3926.981407342,SUN,G,"IR,Radio,Vis,Xray",23.0275457925321,78,2,59,15,19,18,4,6,4,1
326,WISEA J103818.67-274124.7,10h38m18.6777s,-27d41m24.718s,159.5778241,-27.6901996,0.0118049998,3539.04990673151,SUN,G,IR,23.3669609810235,2,0,12,3,1,0,0,0,0,0
327,ESO 437- G 013,10h36m53.9904s,-27d55m01.092s,159.22496,-27.91697,0.011788,3533.953494904,SUN,G,IR,23.4365310123397,48,1,23,13,11,18,2,6,4,0
328,ESO 437- G 011,10h36m50.5104s,-27d55m09.192s,159.21046,-27.91922,0.016108,4829.056913464,SUN,G,IR,23.5016820792262,49,1,27,14,12,19,2,5,4,1
329,Hydra Cluster:[IHD2023] UDG 11,10h34m59.5500s,-27d25m37.950s,158.748125,-27.4272083333333,0.0116980928185992,3507.0,UUN,G,,23.6752608866458,4,0,0,3,2,0,0,0,0,0
330,WISEA J103801.18-271531.4,10h38m01.1816s,-27d15m31.401s,159.5049234,-27.2587227,0.0129920002,3894.90367429449,SUN,G,IR,23.7814499164202,2,0,12,3,1,0,0,0,0,0
331,WISEA J103757.67-271441.5,10h37m57.6766s,-27d14m41.519s,159.4903192,-27.2448665,0.016144,4839.849441952,SUN,G,"IR,UV",23.8056451315049,5,0,16,4,1,0,0,0,0,0
332,Hydra Cluster:[IHD2023] UDG 03,10h36m58.6300s,-27d08m10.210s,159.244291666667,-27.1361694444444,0.0120449994776053,3611.00000000001,UUN,G,,23.8088221457617,3,0,0,2,2,0,0,0,0,0
333,WISEA J103548.12-271110.2,10h35m48.1236s,-27d11m10.234s,158.9505153,-27.1861763,0.012755,3823.85280179,SUN,G,IR,23.8531853169661,3,0,12,3,1,0,0,0,0,0
334,WISEA J103758.49-271422.5,10h37m58.4905s,-27d14m22.589s,159.4937106,-27.2396082,0.010454,3134.030355932,SUN,G,IR,24.1580033967371,6,0,16,5,2,0,0,0,0,0
335,WISEA J103548.44-271020.1,10h35m48.4404s,-27d10m20.147s,158.9518351,-27.1722633,0.008326,2496.072005308,SUN,G,IR,24.5415914084031,13,0,27,8,4,2,0,0,2,0
336,WISEA J103455.93-273823.9,10h34m55.9373s,-27d38m23.984s,158.7330723,-27.6399956,0.0100769997,3021.00850932826,SUN,G,"IR,Radio,UV",24.5851873034268,13,1,16,10,4,0,0,2,0,0
337,WISEA J103829.42-272502.2,10h38m29.4282s,-27d25m02.214s,159.6226176,-27.4172818,0.0104510002,3133.13103851649,SUN,G,IR,24.5948407915273,1,0,12,2,1,0,0,0,0,0
338,HCDC 070,10h36m46.1800s,-27d07m04.500s,159.19241666667,-27.11791666667,0.0119049996,3569.02909257302,SUN,G,,24.6520505308111,2,0,0,2,1,0,0,0,0,0
339,2MASX J10360386-2755079,10h36m03.7734s,-27d55m10.313s,159.015722644,-27.91953148031,0.013726,4114.951278508,SUN,G,UV,24.9894314634976,17,0,12,6,6,2,0,0,2,1
340,WISEA J103752.80-271147.2,10h37m52.8003s,-27d11m47.294s,159.4700014,-27.1964707,0.0123720001,3709.03232035525,SUN,G,IR,25.283453212333,3,0,12,3,1,0,0,0,0,0
341,WISEA J103537.47-271049.9,10h35m37.4715s,-27d10m49.927s,158.9061315,-27.1805355,0.0123589998,3705.13492846351,SUN,G,IR,25.4152211389272,3,0,12,3,1,0,0,0,0,0
342,WISEA J103735.96-275518.0,10h37m35.9694s,-27d55m18.086s,159.3998727,-27.9216908,0.0134330001,4027.11211829325,SUN,G,IR,26.3672803495277,2,0,12,2,1,0,0,0,0,0
343,ABELL 1060:[CZ2003]D0393[087],10h37m57.0900s,-27d52m49.500s,159.487875,-27.88041666667,0.017639,5288.039166662,SUN,G,,26.770653091684,1,0,0,1,1,0,0,0,0,0
344,WISEA J103513.74-274952.9,10h35m13.7446s,-27d49m52.981s,158.8072695,-27.8313836,0.0116210002,3483.88821437649,SUN,G,IR,26.7956155990401,3,0,18,4,2,0,0,0,0,0
345,WISEA J103451.68-272045.7,10h34m51.6874s,-27d20m45.721s,158.7153645,-27.3460338,0.011008,3300.115377664,SUN,G,IR,26.9588184203447,2,0,12,3,1,0,0,0,0,0
346,WISEA J103744.36-270825.4,10h37m44.3685s,-27d08m25.483s,159.4348691,-27.1404122,0.0102869999,3083.96498546675,SUN,G,IR,27.01751457157,2,0,22,4,1,0,0,0,0,0
347,[DZ2015] 261,10h35m08.8800s,-27d49m12.000s,158.787,-27.82,0.0110320854035628,3307.33600000001,SFO,GGroup,,27.1529504549129,1,0,0,1,1,0,0,0,0,0
348,WISEA J103753.96-270935.2,10h37m53.9640s,-27d09m35.244s,159.47485,-27.15979,0.0139663286659466,4186.99999999999,UUN,,IR,27.2029187393951,4,0,12,4,2,0,0,0,0,0
349,WISEA J103820.39-274842.6,10h38m20.3915s,-27d48m42.667s,159.5849646,-27.811852,0.0134990001,4046.89842052125,SUN,G,"IR,UV",27.5066636284291,2,0,16,3,1,0,0,0,0,0
350,ESO 501- G 065,10h38m33.2662s,-27d44m15.259s,159.6386094,-27.7375721,0.014724,4414.144151592,S1L,G,"IR,Radio,Vis,Xray",27.5103357592312,58,2,49,21,17,17,3,12,4,6
351,WISEA J103843.82-272524.0,10h38m43.8295s,-27d25m24.088s,159.6826231,-27.423358,0.0105370004,3158.91324986298,SUN,G,IR,27.5963359701741,1,0,12,2,1,0,0,0,0,0
352,2MASX J10370507-2759101,10h37m05.0688s,-27d59m10.104s,159.27112,-27.98614,0.013286,3983.042596988,SUN,G,IR,27.8954585216988,23,0,9,8,8,2,0,1,2,1
353,GALEXASC J103802.36-270959.3,10h38m02.4921s,-27d10m01.503s,159.5103837624,-27.16708427504,0.0131620001,3945.86836217525,SUN,G,UV,28.0056900441664,6,0,4,5,2,0,0,0,0,0
354,WISEA J103758.12-270852.8,10h37m58.1239s,-27d08m52.878s,159.4921832,-27.1480217,0.00799900014,2398.03991351294,SUN,G,"IR,UV",28.3171856795389,2,0,16,4,1,0,0,0,0,0
355,WISEA J103846.07-273908.0,10h38m46.0784s,-27d39m08.033s,159.6919936,-27.6522314,0.0144570004,4334.09968522298,SUN,G,IR,28.3236427142973,2,0,12,2,1,0,0,0,0,0
356,WISEA J103840.54-272038.4,10h38m40.5415s,-27d20m38.440s,159.6689229,-27.3440112,0.0136190001,4082.87351548125,SUN,G,IR,28.3932530758579,1,0,12,2,1,0,0,0,0,0
357,WISEA J103710.25-270358.2,10h37m10.2530s,-27d03m58.203s,159.2927212,-27.0661675,0.013453,4033.107937474,SUN,G,IR,28.4116799513173,8,0,18,6,2,0,0,0,1,0
358,ESO 501- G 059,10h37m49.5037s,-27d07m17.976s,159.45626546751,-27.12166021589,0.008129,2437.012891082,SUN,G,"IR,Radio,Vis,Xray",28.5690582027921,80,1,45,20,18,18,0,7,6,2
359,WISEA J103812.32-275218.1,10h38m12.3291s,-27d52m18.190s,159.5513714,-27.8717197,0.0116210002,3483.88821437649,SUN,G,"IR,UV",28.5898297482902,7,0,31,6,3,2,0,0,1,0
360,ESO 501- G 041,10h36m53.1516s,-27d03m10.508s,159.22146534403,-27.05291894873,0.0117849996,3533.05399761302,SUN,G,"IR,Radio",28.633991512051,40,1,27,14,13,17,2,5,4,1
361,WISEA J103450.41-271724.0,10h34m50.4184s,-27d17m24.022s,158.7100767,-27.2900062,0.0139199998,4173.11095540151,SUN,G,IR,28.7399568998527,2,0,12,3,1,0,0,0,0,0
362,NGC 3285B,10h34m36.8767s,-27d39m10.468s,158.653653,-27.652908,0.009847,2952.056333926,SUN,G,"IR,Radio,UV",28.8614409798713,60,4,48,26,18,17,5,11,4,2
363,Hydra Cluster:[IHD2023] UDG 22,10h34m40.9700s,-27d42m03.270s,158.670708333333,-27.7009083333333,0.0173386616683999,5197.99999999999,UUN,G,,28.882087473732,3,0,0,2,2,0,0,0,0,0
364,WISEA J103512.15-271010.8,10h35m12.1557s,-27d10m10.855s,158.8006488,-27.1696821,0.014257,4274.141073706,SLS,G,IR,29.4626865386176,16,0,27,8,6,2,0,0,1,1
365,WISEA J103855.62-273432.8,10h38m55.6247s,-27d34m32.829s,159.7317699,-27.575786,0.0129119996,3870.92009777902,SUN,G,IR,29.5960206232041,2,0,12,2,1,0,0,0,0,0
366,PGC1 0031478 NED123,10h37m00.9751s,-28d01m31.509s,159.254063049267,-28.0254191619017,0.0144066332716082,4319.0,UUN,G,,30.0826737281007,1,0,0,1,1,0,0,0,0,0
367,HCG 048:[dRC97] 17,10h38m40.8319s,-27d16m52.301s,159.67013317857,-27.2811949158,0.00819199998,2455.89980994015,SUN,G,,30.1267966796628,2,0,0,1,1,0,0,0,0,0
368,SN 2007cv,10h37m45.4000s,-27d04m57.000s,159.43916666667,-27.0825,0.0076,2278.4226808,IUN,SN,,30.1711994380371,13,0,0,3,1,0,0,0,0,0
369,GALEXASC J103757.57-270629.2,10h37m57.4408s,-27d06m31.202s,159.48933687831,-27.10866724649,0.00901000015,2701.13009154887,SUN,G,"IR,UV",30.1713525298748,8,0,14,7,2,0,0,0,0,0
370,WISEA J103426.74-273004.0,10h34m26.7495s,-27d30m04.008s,158.6114564,-27.5011135,0.0117210001,3513.86743019725,SUN,G,IR,30.1905293277892,5,0,12,3,1,0,0,0,0,0
371,ABELL 1060:[CZ2003]B0494[030],10h34m26.3000s,-27d30m34.700s,158.60958333333,-27.50963888889,0.0169949997,5094.97273377226,SUN,G,,30.2653584145842,1,0,0,1,1,0,0,0,0,0
372,HCG 048,10h37m45.6000s,-27d04m50.000s,159.44,-27.08055555556,0.0094,2818.0491052,SUN,GGroup,,30.2952613411256,45,2,0,4,2,0,0,0,8,0
373,IC 2597,10h37m47.3400s,-27d04m52.392s,159.44725,-27.08122,0.00756199984,2267.03051942921,SUN,G,"IR,UV,Xray",30.4402599075651,122,2,58,23,23,17,2,9,6,1
374,[TSK2008] 0487,10h38m56.5116s,-27d24m22.806s,159.735465,-27.406335,0.012409,3720.124611322,SUN,GGroup,,30.5725267011618,1,0,0,1,1,0,0,0,0,0
375,SSTSL2 J103749.93-270445.3,10h37m49.9374s,-27d04m45.388s,159.45807278,-27.07927446,0.0104940003,3146.02214418974,SUN,G,IR,30.8187429193627,1,0,10,2,1,0,0,0,0,0
376,WISEA J103431.54-272110.0,10h34m31.5454s,-27d21m10.034s,158.6314393,-27.3527873,0.00955300033,2863.91745020551,SUN,G,IR,30.9542404326167,9,0,12,4,2,0,0,0,0,0
377,WISEA J103740.54-270328.8,10h37m40.5456s,-27d03m28.844s,159.4189402,-27.0580123,0.0146129997,4380.86709881626,SUN,G,"IR,UV",31.0205436902944,49,0,64,20,14,2,1,3,4,0
378,WISEA J103703.97-280229.7,10h37m03.9709s,-28d02m29.780s,159.2665454,-28.0416058,0.0144269997,4325.10570162826,SUN,G,IR,31.1384584054836,5,0,12,2,1,0,0,0,1,0
379,WISEA J103811.83-275615.4,10h38m11.8397s,-27d56m15.485s,159.5493323,-27.9376348,0.0095800003,2872.01183757774,SUN,G,"IR,Radio,UV",31.4856526068752,12,1,18,9,4,0,0,0,0,0
380,PGC1 0031478 NED183,10h37m32.2418s,-27d02m01.197s,159.38434099403,-27.03366605055,0.00970000029,2907.98692953981,SUN,G,,31.6688596014722,3,0,0,4,3,0,0,0,0,0
381,ESO 501- G 020,10h34m47.7394s,-27d12m51.888s,158.6989142,-27.2144135,0.014513,4350.887942954,SUN,G,IR,31.7307163847822,33,1,41,12,10,19,0,3,4,0
382,WISEA J103541.37-280026.9,10h35m41.3769s,-28d00m26.929s,158.9224041,-28.0074803,0.0156309996,4686.05579108102,SUN,G,IR,31.7758890605948,2,0,12,2,1,0,0,0,0,0
383,2MASX J10374157-2702394,10h37m41.4503s,-27d02m40.337s,159.42270991623,-27.04453806982,0.014547,4361.080886526,SUN,G,"IR,UV",31.8403246455008,44,0,40,14,10,2,1,1,2,1
384,ESO 501- G 035,10h36m24.7969s,-26d59m58.470s,159.1033204,-26.9995751,0.013933,4177.008317314,SUN,G,"IR,Vis",31.989142032261,43,2,35,13,15,18,2,6,4,1
385,WISEA J103525.34-275845.4,10h35m25.3452s,-27d58m45.453s,158.8556051,-27.9792927,0.0118979998,3566.93060532551,SUN,G,IR,32.0040318853617,2,0,12,2,1,0,0,0,0,0
386,ESO 437- G 008,10h36m32.5190s,-28d03m49.151s,159.1354961,-28.0636532,0.014453,4332.900395474,SUN,G,"IR,UV",32.1832021278206,37,1,40,16,12,18,1,3,4,1
387,WISEA J103620.62-280424.2,10h36m20.6214s,-28d04m24.295s,159.0859228,-28.0734155,0.0153869996,4612.90643132902,SUN,G,IR,33.0528631139572,3,0,12,2,1,0,0,0,0,0
388,WISEA J103518.43-270424.7,10h35m18.4321s,-27d04m24.768s,158.8268008,-27.0735467,0.0120320003,3607.10294459374,SUN,G,IR,33.1049606533416,1,0,12,2,1,0,0,0,0,0
389,WISEA J103420.92-271945.8,10h34m21.2125s,-27d19m44.290s,158.5883854,-27.3289696,0.0121849999,3652.97107075075,SUN,G,IR,33.6044407051438,1,0,24,3,1,0,0,0,0,0
390,WISEA J103411.55-273444.3,10h34m11.5599s,-27d34m44.329s,158.5481665,-27.5789805,0.0120019997,3598.10899097826,SUN,G,"IR,UV",33.6376876062878,4,0,16,3,1,0,0,0,0,0
391,WISEA J103414.45-273934.3,10h34m14.4587s,-27d39m34.372s,158.5602449,-27.6595479,0.012569,3768.091404602,SUN,G,"IR,UV",33.7737546239667,25,0,31,11,8,2,0,1,1,1
392,WISEA J103655.68-280547.9,10h36m55.6872s,-28d05m47.933s,159.23203,-28.0966482,0.013886,4162.918071788,SUN,G,IR,34.2044686235486,2,0,12,2,1,0,0,0,0,0
393,WISEA J103544.67-270000.7,10h35m44.6726s,-27d00m00.766s,158.9361362,-27.000213,0.008182,2452.901891356,SUN,G,IR,34.225294342114,20,0,27,9,6,2,0,0,1,0
394,2MASX J10350772-2759286,10h35m07.6552s,-27d59m27.632s,158.781897,-27.991009,0.008009,2401.037796122,SLS,G,IR,34.8140088634865,3,0,13,3,3,2,0,0,1,1
395,ESO 437-IG 003,10h35m07.7935s,-27d59m29.889s,158.782473,-27.991636,0.0079760002,2391.14470496649,SUN,GPair,"IR,Radio",34.8255134376676,21,1,16,11,5,12,0,2,2,0
396,SSTSL2 J103810.27-270221.5,10h38m10.2932s,-27d02m17.826s,159.54288853,-27.038285013,0.00984000042,2949.95791263283,SUN,G,IR,35.2717453206527,3,0,16,4,1,0,0,0,0,0
397,WISEA J103428.34-275110.2,10h34m28.3482s,-27d51m10.226s,158.6181175,-27.8528406,0.0110379998,3309.10909144551,SUN,G,"IR,UV",35.5411327655277,4,0,16,4,2,0,0,0,0,0
398,ABELL 1060:[CZ2003]B0494[021],10h37m00.1100s,-28d07m04.200s,159.25045833333,-28.11783333333,0.0152810002,4581.12861065649,SUN,G,,35.5636893909325,2,0,0,1,1,0,0,0,0,0
399,HCDC 085,10h34m39.2200s,-27d08m27.500s,158.66341666667,-27.14097222222,0.0147900004,4433.93057373698,SUN,G,,35.9584463767256,2,0,0,2,1,0,0,0,0,0
400,WISEA J103923.76-272647.9,10h39m23.7605s,-27d26m47.964s,159.8490023,-27.4466568,0.0134389997,4028.91075312426,SUN,G,"IR,UV",36.0540300486146,1,0,16,3,1,0,0,0,0,0
401,WISEA J103540.95-265822.5,10h35m40.9511s,-26d58m22.535s,158.9206296,-26.9729265,0.00866900012,2598.90085437709,SUN,G,"IR,Radio",36.0543892179708,15,1,12,8,4,0,0,2,0,0
402,WISEA J103359.76-272706.1,10h33m59.7689s,-27d27m06.145s,158.4990372,-27.4517072,0.011261,3375.962869538,SUN,G,"IR,UV",36.4290056640657,22,0,31,12,8,2,0,0,1,1
403,WISEA J103513.44-270105.0,10h35m13.4447s,-27d01m05.073s,158.8060196,-27.0180759,0.0131320003,3936.87464839374,SUN,G,IR,36.4919666515614,2,0,12,2,1,0,0,0,0,0
404,WISEA J103358.00-272709.4,10h33m58.0004s,-27d27m09.453s,158.4916686,-27.452626,0.00886599999,2657.95992963008,SUN,G,"IR,UV",36.811060925091,2,0,16,3,1,0,0,0,0,0
405,PGC1 0031478 NED170,10h37m50.3577s,-26d58m05.397s,159.4598237653,-26.96816584616,0.0108169997,3242.85492824826,SUN,G,,36.8333842447615,8,0,0,4,3,0,0,0,0,0
406,WISEA J103714.35-265519.5,10h37m14.3536s,-26d55m19.582s,159.309807,-26.9221063,0.0138760004,4159.92026712498,SUN,G,IR,37.062314946362,2,0,12,2,1,0,0,0,0,0
407,WISEA J103826.14-280056.9,10h38m26.1488s,-28d00m56.941s,159.6089537,-28.015817,0.012929,3876.016689482,SUN,G,IR,37.1235194174606,1,0,12,2,1,0,0,0,0,0
408,WISEA J103531.54-265803.5,10h35m31.5498s,-26d58m03.573s,158.8814578,-26.9676593,0.00899299979,2696.03351183758,SUN,G,IR,37.1863966500531,1,0,12,2,1,0,0,0,0,0
409,[HB89] 1037-270 ABS37,10h39m21.8471s,-27d19m16.169s,159.84102971071,-27.32115825365,0.0153000001,4586.82463737925,SUN,AbLS,,37.4420026220769,2,0,0,1,1,0,0,0,1,0
410,WISEA J103925.62-274142.0,10h39m25.6219s,-27d41m42.082s,159.8567582,-27.6950228,0.0170450006,5109.96262648547,SUN,G,IR,37.4455300175704,2,0,12,2,1,0,0,0,0,0
411,GALEXASC J103914.52-271504.5,10h39m14.5274s,-27d15m04.595s,159.810530820819,-27.2512765342185,0.0150039997,4498.08594989426,SUN,G,"Radio,UV",37.5830830132481,8,0,4,5,2,0,0,0,0,0
412,FLASH J103656.56-265412.0,10h36m56.2576s,-26d54m11.397s,159.23440672964,-26.90316602669,0.010681,3202.083243898,SUN,G,Radio,37.6457184733573,13,0,0,6,3,0,0,1,0,0
413,WISEA J103400.68-274345.7,10h34m00.6835s,-27d43m45.743s,158.502848,-27.7293731,0.0103909997,3115.14334114026,SUN,G,"IR,UV",37.8557109843143,18,0,31,10,8,2,0,1,1,1
414,WISEA J103442.33-270452.7,10h34m42.3349s,-27d04m52.786s,158.6763957,-27.0813296,0.0118850004,3563.03348324698,SUN,G,IR,37.883815338019,1,0,12,2,1,0,0,0,0,0
415,WISEA J103414.90-275050.8,10h34m14.9000s,-27d50m50.835s,158.5620835,-27.8474543,0.0116980001,3506.97220366325,SUN,G,IR,37.903901839069,1,0,12,2,1,0,0,0,0,0
416,GALEXASC J103645.27-281004.4,10h36m45.3700s,-28d10m04.800s,159.18904166667,-28.168,0.011618,3482.988777044,SLS,G,"Radio,UV",38.369505397557,14,0,4,9,4,0,0,0,0,1
417,WISEA J103503.96-265951.0,10h35m04.0850s,-26d59m45.923s,158.767021,-26.9960899,0.0115550002,3464.10191214849,SUN,G,IR,38.7445816521622,6,0,30,5,2,0,0,0,0,0
418,ESO 437- G 015,10h36m58.1213s,-28d10m35.101s,159.2421723,-28.176417,0.00922300015,2764.98588510287,SUN,G,"IR,Radio,UV,Vis",39.0190013263372,53,2,49,17,14,18,0,3,4,1
419,WISEA J103845.22-270344.8,10h38m45.2221s,-27d03m44.863s,159.6884256,-27.0624622,0.0139659997,4186.90137849026,SUN,G,IR,39.0251559290308,2,0,12,2,1,0,0,0,0,0
420,WISEA J103858.77-270644.8,10h38m58.7794s,-27d06m44.867s,159.7449142,-27.1124631,0.0106009999,3178.09981727875,SUN,G,"IR,UV",39.2016772645535,4,0,16,4,2,0,0,0,0,0
421,WISEA J103927.21-271651.4,10h39m27.6708s,-27d16m50.620s,159.865295,-27.2807278,0.011128,3336.090472624,SUN,G,"IR,Radio,UV",39.5170629181737,9,0,40,9,3,0,0,0,0,0
422,WISEA J103805.67-280652.0,10h38m05.6736s,-28d06m52.038s,159.5236403,-28.1144551,0.0135660004,4066.98460514498,SUN,G,IR,39.6504585446331,3,0,27,3,1,2,0,0,1,0
423,WISEA J103344.77-272530.8,10h33m44.7759s,-27d25m30.846s,158.4365664,-27.4252352,0.0112279998,3366.06965846551,SUN,G,IR,39.9497432842571,1,0,12,2,1,0,0,0,0,0
424,WISEA J103429.88-275847.5,10h34m29.8804s,-27d58m47.543s,158.624502,-27.9798733,0.0176619999,5294.93436321675,SUN,G,IR,39.9596099183435,1,0,12,2,1,0,0,0,0,0
425,WISEA J103520.49-280719.2,10h35m20.4914s,-28d07m19.216s,158.8353812,-28.1220046,0.0111509999,3342.98566917875,SUN,G,"IR,UV",39.9771146042383,8,0,29,6,3,2,0,0,1,0
426,WISEA J103542.62-265357.0,10h35m42.6216s,-26d53m57.019s,158.92759,-26.8991722,0.0141230002,4233.96894429249,SUN,G,IR,40.0579095162302,1,0,12,2,1,0,0,0,0,0
427,ESO 437- G 002,10h34m59.6557s,-28d04m42.458s,158.7485656,-28.0784608,0.00786899962,2359.06673808087,SUN,G,"IR,Radio,UV,Vis",40.0980738318474,50,1,49,21,13,17,0,4,4,4
428,GALEXASC J103830.56-265924.3,10h38m30.6485s,-26d59m27.706s,159.62770228589,-26.99102970531,0.00912600011,2735.90600468517,SUN,G,UV,40.1954116227327,8,0,4,5,3,0,0,0,0,0
429,WISEA J103340.29-273025.3,10h33m40.2964s,-27d30m25.327s,158.4179019,-27.5070355,0.0109609999,3286.02510215875,SUN,G,"IR,UV",40.4647456324465,4,0,16,4,2,0,0,0,0,0
430,WISEA J103351.52-271737.3,10h33m51.5277s,-27d17m37.338s,158.4646989,-27.2937052,0.0120280003,3605.90377476174,SUN,G,"IR,UV",40.5202647897233,2,0,16,3,1,0,0,0,0,0
431,WISEA J103638.92-281225.6,10h36m38.9258s,-28d12m25.632s,159.1621909,-28.2071201,0.00898300018,2693.03570417664,SUN,G,"IR,UV",40.7207950833645,1,0,16,3,1,0,0,0,0,0
432,WISEA J103925.51-275054.6,10h39m25.5145s,-27d50m54.633s,159.8563108,-27.8485093,0.01492,4472.90347336,SUN,G,"IR,UV",40.8333755407412,4,0,16,3,1,0,0,0,0,0
433,ESO 437- G 009,10h36m34.6920s,-28d12m52.524s,159.14455,-28.21459,0.011541,3459.904757778,SUN,G,"IR,UV",41.1985236135084,41,1,50,16,15,16,2,5,4,1
434,ESO 436- G 038,10h33m53.8253s,-27d49m42.261s,158.4742723,-27.828406,0.008986,2693.935027588,SUN,G,"IR,Radio,UV",41.4921436803059,35,1,27,14,7,15,2,8,3,1
435,NGC 3285,10h33m35.8873s,-27d27m15.985s,158.3995307,-27.4544405,0.011268,3378.061416744,SUN,G,"IR,Radio",41.6696865285395,84,5,57,24,20,19,9,27,6,2
436,WISEA J103900.63-270326.8,10h39m00.6343s,-27d03m26.824s,159.7526429,-27.0574513,0.00965999998,2895.99513828415,SUN,G,IR,41.6895807869672,2,0,16,3,1,0,0,0,0,0
437,WISEA J103558.08-281219.9,10h35m58.0878s,-28d12m19.917s,158.9920325,-28.2055327,0.00851900037,2553.93206062521,SUN,G,"IR,UV",41.7970382044818,1,0,16,3,1,0,0,0,0,0
438,ABELL 1060:[CZ2003]D0393[046],10h34m20.2800s,-27d04m20.600s,158.5845,-27.07238888889,0.0139800003,4191.09865277774,SUN,G,,41.8374063976312,1,0,0,1,1,0,0,0,0,0
439,WISEA J103535.62-281107.1,10h35m35.6239s,-28d11m07.149s,158.8984333,-28.1853193,0.0130420001,3909.89326721525,SUN,G,"IR,UV",42.1016843041087,2,0,16,3,1,0,0,0,0,0
440,WISEA J103444.16-280502.2,10h34m44.1691s,-28d05m02.271s,158.6840383,-28.0839644,0.00882299989,2645.06882395683,SUN,G,"IR,UV",42.3973524206649,4,0,16,4,2,0,0,0,0,0
441,WISEA J103738.69-281225.8,10h37m38.6957s,-28d12m25.839s,159.4112323,-28.2071776,0.0157280006,4715.13595929947,SUN,G,"IR,Radio,UV",42.5541817568822,10,1,18,5,1,0,0,2,0,0
442,ESO 437- G 032,10h39m25.0139s,-27d54m45.535s,159.8542248,-27.9126487,0.010821,3244.054188018,SUN,G,"IR,Radio,UV",42.6752850441895,38,3,39,13,7,16,0,6,4,2
443,WISEA J103445.85-265718.2,10h34m45.8542s,-26d57m18.273s,158.6910595,-26.955076,0.0143370004,4298.12459026298,SUN,G,IR,43.1125838410289,4,0,12,2,1,0,0,0,0,0
444,WISEA J103721.20-281400.7,10h37m21.2007s,-28d14m00.780s,159.3383366,-28.2335502,0.0103270002,3095.95677372449,SUN,G,IR,43.1447214013547,5,0,12,3,2,0,0,0,0,0
445,WISEA J103719.86-281419.6,10h37m19.8676s,-28d14m19.664s,159.3327818,-28.2387958,0.011531,3456.906833198,SUN,G,"IR,UV",43.3965841700051,20,1,27,10,6,2,0,3,1,1
446,WISEA J103827.09-265459.6,10h38m27.0997s,-26d54m59.687s,159.6129155,-26.9165798,0.0115350001,3458.10603300925,SUN,G,"IR,UV",43.4386785899184,3,0,16,4,2,0,0,0,0,0
447,WISEA J103442.72-265723.7,10h34m42.7249s,-26d57m23.704s,158.6780205,-26.9565847,0.00961699989,2883.10403560883,SUN,G,IR,43.4635420250941,2,0,12,2,1,0,0,0,0,0
448,GALEXASC J103929.50-270813.8,10h39m29.5075s,-27d08m13.806s,159.872948113082,-27.1371684355222,0.0149839995,4492.09004077577,SUN,G,UV,43.8608162605093,1,0,4,2,1,0,0,0,0,0
449,ABELL 1060:[CZ2003]C0393[073],10h40m02.3300s,-27d31m27.600s,160.00970833333,-27.52433333333,0.0131219998,3933.87657391751,SUN,G,,44.2562813646754,1,0,0,1,1,0,0,0,0,0
450,WISEA J103818.46-265252.7,10h38m18.4625s,-26d52m52.798s,159.5769271,-26.8813328,0.0114150001,3422.13093804925,SUN,G,IR,44.287869598682,3,0,12,3,2,0,0,0,0,0
451,WISEA J103423.77-265955.6,10h34m23.7702s,-26d59m55.606s,158.5990425,-26.9987795,0.0117380004,3518.96399192098,SUN,G,IR,44.3149565216771,8,0,26,4,2,2,0,0,1,0
452,WISEA J103828.34-280930.1,10h38m28.3442s,-28d09m30.189s,159.6181011,-28.158386,0.0148440003,4450.11933648974,SUN,G,"IR,UV",44.4208404787621,5,0,28,5,1,0,0,0,0,0
453,ESO 437- G 023,10h38m24.0351s,-28d10m30.686s,159.6001464,-28.1751908,0.014577,4370.074660266,SLS,G,"IR,UV",44.7970267631667,18,1,37,10,6,14,0,1,3,1
454,WISEA J103708.73-264714.0,10h37m08.7393s,-26d47m14.086s,159.2864141,-26.7872462,0.013089,3923.983482762,SUN,G,IR,44.8554685232383,12,0,27,7,6,2,0,0,1,1
455,WISEA J103642.47-264628.9,10h36m42.4714s,-26d46m28.950s,159.1769644,-26.7747085,0.0100170001,3003.02108176525,SUN,G,IR,45.2325211251871,5,0,12,3,2,0,0,0,0,0
456,WISEA J103458.87-265230.1,10h34m58.8700s,-26d52m30.148s,158.7452919,-26.8750411,0.0124920001,3745.00741531525,SUN,G,IR,45.5050266159588,3,0,28,4,1,0,0,0,0,0
457,ESO 501- G 033,10h36m21.4541s,-26d46m22.222s,159.0893923,-26.7728396,0.0102,3057.8830716,SUN,G,IR,45.5904839915309,28,1,34,11,7,13,0,1,3,2
458,WISEA J103448.56-265330.9,10h34m48.5609s,-26d53m30.999s,158.7023371,-26.8919444,0.0100699998,3018.90999210151,SUN,G,IR,45.8606920547437,2,0,12,2,1,0,0,0,0,0
459,WISEA J103440.51-265433.3,10h34m40.5157s,-26d54m33.326s,158.6688156,-26.9092573,0.01504,4508.87856832,SUN,G,IR,46.0304113471002,5,1,14,2,1,0,0,0,0,0
460,2MASX J10340653-2802366,10h34m06.5800s,-28d02m36.200s,158.52741666667,-28.04338888889,0.011334,3397.847718972,SUN,G,IR,46.3305611243188,17,0,9,5,5,2,0,1,1,2
