ra,dec,name,color,radius
186.4478,14.9527,gal,red,5.0
186.4606,13.1976,gal,red,5.0
186.4608,10.459,gal,red,5.0
186.4635,7.7875,gal,red,5.0
186.4686,5.8094,gal,red,5.0
186.4758,7.5548,gal,red,5.0
186.4819,18.2145,gal,red,5.0
186.4822,12.7697,gal,red,5.0
186.4838,7.2347,gal,red,5.0
186.4913,10.0538,gal,red,5.0
186.4926,3.4299,gal,red,5.0
186.4955,15.2771,gal,red,5.0
186.4986,15.6695,gal,red,5.0
186.5036,7.4553,gal,red,5.0
186.5224,11.8123,gal,red,5.0
186.5236,12.5596,gal,red,5.0
186.5279,12.8611,gal,red,5.0
186.5296,16.181,gal,red,5.0
186.5306,13.1125,gal,red,5.0
186.5397,13.6731,gal,red,5.0
186.5496,12.9441,gal,red,5.0
186.5503,-1.3036,gal,red,5.0
186.5579,3.8371,gal,red,5.0
186.5748,1.7417,gal,red,5.0
186.5768,8.3495,gal,red,5.0
186.5805,1.0202,gal,red,5.0
186.5837,12.5103,gal,red,5.0
186.5898,6.6695,gal,red,5.0
186.595,-1.2554,gal,red,5.0
186.6023,4.3168,gal,red,5.0
186.6039,10.582,gal,red,5.0
186.6089,16.5231,gal,red,5.0
186.6343,12.6108,gal,red,5.0
186.635,13.5788,gal,red,5.0
186.6384,12.743,gal,red,5.0
186.6465,9.9833,gal,red,5.0
186.6499,3.965,gal,red,5.0
186.6621,16.7176,gal,red,5.0
186.6659,12.5136,gal,red,5.0
186.6687,8.4357,gal,red,5.0
186.6738,18.1371,gal,red,5.0
186.6833,10.9046,gal,red,5.0
186.6847,8.8239,gal,red,5.0
186.6851,11.3797,gal,red,5.0
186.6945,7.9187,gal,red,5.0
186.6961,12.454,gal,red,5.0
186.6963,8.8847,gal,red,5.0
186.6998,7.6715,gal,red,5.0
186.7106,11.5589,gal,red,5.0
186.7103,9.5844,gal,red,5.0
186.7117,13.1772,gal,red,5.0
186.7265,11.6638,gal,red,5.0
186.7267,18.3937,gal,red,5.0
186.7273,10.6658,gal,red,5.0
186.7276,-0.8776,gal,red,5.0
186.7282,13.5661,gal,red,5.0
186.7318,9.8824,gal,red,5.0
186.7348,15.0476,gal,red,5.0
186.7436,2.4944,gal,red,5.0
186.7474,14.7826,gal,red,5.0
186.7606,15.4616,gal,red,5.0
186.7629,12.5607,gal,red,5.0
186.769,-0.9069,gal,red,5.0
186.7887,5.8834,gal,red,5.0
186.7913,8.3899,gal,red,5.0
186.7968,12.0382,gal,red,5.0
186.7972,15.8971,gal,red,5.0
186.7987,9.4206,gal,red,5.0
186.7999,8.8402,gal,red,5.0
186.8032,17.821,gal,red,5.0
186.8034,7.6398,gal,red,5.0
186.8056,12.7348,gal,red,5.0
186.8157,4.2636,gal,red,5.0
186.8206,16.0244,gal,red,5.0
186.8234,7.6701,gal,red,5.0
186.8279,8.2128,gal,red,5.0
186.8349,16.4284,gal,red,5.0
186.8421,10.8663,gal,red,5.0
186.8423,12.0687,gal,red,5.0
186.8477,12.3318,gal,red,5.0
186.8526,13.7166,gal,red,5.0
186.8542,19.2635,gal,red,5.0
186.8561,13.7508,gal,red,5.0
186.8582,6.2639,gal,red,5.0
186.8624,5.188,gal,red,5.0
186.869,20.3686,gal,red,5.0
186.8719,7.6439,gal,red,5.0
186.8758,9.3409,gal,red,5.0
186.8834,11.6152,gal,red,5.0
186.8949,15.7395,gal,red,5.0
186.9065,14.4556,gal,red,5.0
186.9115,18.4346,gal,red,5.0
186.9197,15.945,gal,red,5.0
186.9218,12.3159,gal,red,5.0
186.9254,12.0898,gal,red,5.0
186.9346,11.2147,gal,red,5.0
186.9381,13.011,gal,red,5.0
186.9427,11.4352,gal,red,5.0
186.9785,8.0904,gal,red,5.0
